organ,seq_id,target_name,target_full_name,gene_symbol,entrez_gene_id,hgnc_id,selected_models,model_count,mean_nonzero_coefficient,coefficient_direction,model_family,source_commit
Pancreas,7140-1,ELA2A,Chymotrypsin-like elastase family member 2A,CELA2A,63036,HGNC:24609,500,500,-1.7233783421817803,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,6357-83,ELA3B,Chymotrypsin-like elastase family member 3B,CELA3B,23436,HGNC:15945,368,500,0.29291681376755163,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4129-72,Factor B,Complement factor B,CFB,629,HGNC:1037,500,500,-0.9639892710335916,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15468-14,FHR1,Complement factor H-related protein 1,CFHR1,3078,HGNC:4888,177,500,-0.18783576437183783,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15584-9,FHR2,Complement factor H-related protein 2,CFHR2,3080,HGNC:4890,71,500,-0.09680922338249913,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,16836-1,FHR3,Complement factor H-related protein 3,CFHR3,10878,HGNC:16980,47,500,0.06680483712946841,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,6471-53,FHR4,Complement factor H-related protein 4,CFHR4,10877,HGNC:16979,59,500,-0.03791221969310461,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,16055-3,complement factor H-related 5,Complement factor H-related protein 5,CFHR5,81494,HGNC:24668,490,500,-0.6193490618457468,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2960-66,Properdin,Properdin,CFP,5199,HGNC:8864,455,500,-0.3629176191503319,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,7717-95,CFTR,Cystic fibrosis transmembrane conductance regulator,CFTR,1080,HGNC:1884,197,500,-0.18695782697041918,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14005-2,CHD7,Chromodomain-helicase-DNA-binding protein 7,CHD7,55636,HGNC:20626,175,500,-0.1488502910693606,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,7020-13,CHST5,Carbohydrate sulfotransferase 5,CHST5,23563,HGNC:1973,153,500,-0.1413473025459938,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11094-104,LPPL,Galectin-10,CLC,1178,HGNC:2014,80,500,0.10469071021841998,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,10496-11,CaCC,Calcium-activated chloride channel regulator 1,CLCA1,1179,HGNC:2015,58,500,0.05014505298121935,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11187-11,CL12A,C-type lectin domain family 12 member A,CLEC12A,160364,HGNC:31713,70,500,0.05057532267255207,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8242-9,CLC2L,C-type lectin domain family 2 member L,CLEC2L,154790,HGNC:21969,51,500,0.012926579291515972,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,7752-31,CLC4D,C-type lectin domain family 4 member D,CLEC4D,338339,HGNC:14554,29,500,-0.07921118175758884,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3030-3,DC-SIGNR,C-type lectin domain family 4 member M,CLEC4M,10332,HGNC:13523,319,500,-0.23660880607439275,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,5749-53,COL,Colipase,CLPS,1208,HGNC:2085,233,500,-0.22612310797532706,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,9526-3,COLL1,Colipase-like protein 1,CLPSL1,340204,HGNC:21251,351,500,0.2901279031461274,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,7767-1,CF126,Colipase-like protein 2,CLPSL2,389383,HGNC:21250,497,500,-0.7320599998523953,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5456-59,CNDP1,Beta-Ala-His dipeptidase,CNDP1,84735,HGNC:20675,500,500,-0.8797411214374447,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6609-22,CN37,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CNP,1267,HGNC:2158,26,500,0.1882162714417901,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3489-9,CNTF,Ciliary neurotrophic factor,CNTF,1270,HGNC:2169,149,500,-0.09273440400708985,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,2974-61,contactin-1,Contactin-1,CNTN1,1272,HGNC:2171,431,500,-0.41831330207998213,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3296-92,CNTN2,Contactin-2,CNTN2,6900,HGNC:2172,499,500,0.7154865944495012,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6965-19,CNTP2,Contactin-associated protein-like 2,CNTNAP2,26047,HGNC:13830,344,500,0.25318385405189126,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9044-1,CNTP5,Contactin-associated protein-like 5,CNTNAP5,129684,HGNC:18748,140,500,0.012469200520382593,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,4807-13,CO8A1,Collagen alpha-1(VIII) chain,COL8A1,1295,HGNC:2215,86,500,-0.16336249820343227,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,6558-5,COL10,Collectin-10,COLEC10,10584,HGNC:2220,161,500,-0.15559141180329547,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,4905-63,Coactosin-like protein,Coactosin-like protein,COTL1,23406,HGNC:18304,50,500,0.06456934821797494,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,17453-34,Ceruloplasmin,Ceruloplasmin,CP,1356,HGNC:2295,66,500,0.1141727716781043,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,9276-7,CBPA2,Carboxypeptidase A2,CPA2,1358,HGNC:2297,443,500,-0.421348833511514,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,15375-49,Carboxypeptidase B1,Carboxypeptidase B,CPB1,1360,HGNC:2299,49,500,-0.1809461648670069,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3518-54,TAFI,Carboxypeptidase B2,CPB2,1361,HGNC:2300,173,500,0.17917628173754782,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,18332-17,CPLX1,Complexin-1,CPLX1,10815,HGNC:2309,500,500,1.2553689019015544,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15321-8,CPLX2,Complexin-2,CPLX2,10814,HGNC:2310,497,500,1.0483947445821606,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,7142-5,CBPN,Carboxypeptidase N catalytic chain,CPN1,1369,HGNC:2312,89,500,-0.10041532281811084,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,6415-90,CPN2,Carboxypeptidase N subunit 2,CPN2,1370,HGNC:2313,165,500,0.1840789354076058,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,19556-12,Complement receptor type 1,Complement receptor type 1,CR1,1378,HGNC:2334,264,500,-0.18632887541474227,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,19637-9,CRH,Corticoliberin,CRH,1392,HGNC:2355,223,500,-0.14580322967820322,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5614-44,CRH,Corticoliberin,CRH,1392,HGNC:2355,82,500,-0.04159057603231851,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,14747-9,CRLF1,Cytokine receptor-like factor 1,CRLF1,9244,HGNC:2364,216,500,0.21369235269431378,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4337-49,CRP,C-reactive protein,CRP,1401,HGNC:2367,19,500,0.11111509259899097,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7968-15,CRTAM,Cytotoxic and regulatory T-cell molecule,CRTAM,56253,HGNC:24313,185,500,0.1562427789667131,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,10087-10,Alpha crystallin A chain,Alpha-crystallin A chain,CRYAA,102724652,HGNC:2388,220,500,-0.26151333533253485,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,13682-47,M-CSF R,Macrophage colony-stimulating factor 1 receptor,CSF1R,1436,HGNC:2433,416,500,0.38575397767392305,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,4697-59,GM-CSF,Granulocyte-macrophage colony-stimulating factor,CSF2,1437,HGNC:2434,229,500,0.1988542022427519,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10438-19,CSF2R,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,1438,HGNC:2435,53,500,0.03220311252844862,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10512-13,IL3RB:ECD,Cytokine receptor common subunit beta:Extracellular domain,CSF2RB,1439,HGNC:2436,205,500,0.1717218944466364,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11137-43,IL3RB:CD,Cytokine receptor common subunit beta:Cytoplasmic domain,CSF2RB,1439,HGNC:2436,69,500,0.024098071910056845,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2719-3,G-CSF-R,Granulocyte colony-stimulating factor receptor,CSF3R,1441,HGNC:2439,303,500,-0.2561515772005817,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3302-58,CYTF,Cystatin-F,CST7,8530,HGNC:2479,34,500,-0.0655100305364772,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,5671-1,Chymotrypsin,Chymotrypsinogen B,CTRB1,1504,HGNC:2521,395,500,-0.44330342933855416,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,5648-28,CTRB2,Chymotrypsinogen B2,CTRB2,440387,HGNC:2522,500,500,-1.7927123704649017,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,5626-20,CTRC,Chymotrypsin-C,CTRC,11330,HGNC:2523,61,500,0.1109898323431782,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,7943-16,CUZD1,CUB and zona pellucida-like domain-containing protein 1,CUZD1,50624,HGNC:17937,225,500,-0.21125759480962172,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2985-35,Gro-a,Growth-regulated alpha protein,CXCL1,2919,HGNC:4602,45,500,0.07750411644338036,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3487-32,BLC,C-X-C motif chemokine 13,CXCL13,10563,HGNC:10639,500,500,0.9777783596352486,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3495-15,GCP-2,C-X-C motif chemokine 6,CXCL6,6372,HGNC:10643,78,500,0.11365842612745798,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12746-4,CYH4,Cytohesin-4,CYTH4,27128,HGNC:9505,220,500,0.16136868005172145,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,13612-7,CYTIP,Cytohesin-interacting protein,CYTIP,9595,HGNC:9506,130,500,-0.13241352942077123,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7826-1,DCLK3,Serine/threonine-protein kinase DCLK3,DCLK3,85443,HGNC:19005,133,500,0.12456033288691673,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,17758-79,DCXR,L-xylulose reductase,DCXR,51181,HGNC:18985,24,500,0.16066803791516207,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,19579-5,HNP-1,Neutrophil defensin 1,DEFA1,1667,HGNC:2761,58,500,-0.005322567443636404,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,16785-45,HD-5,Defensin-5,DEFA5,1670,HGNC:2764,499,500,0.658783769941392,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5689-1,DB112,Beta-defensin 112,DEFB112,,HGNC:18093,233,500,-0.16172179923908506,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12895-28,DGKB,Diacylglycerol kinase beta,DGKB,1607,HGNC:2850,112,500,-0.13987109142907697,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8327-26,DPEP2,Dipeptidase 2,DPEP2,64174,HGNC:23028,50,500,0.12177817735541792,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12683-156,DPYL5,Dihydropyrimidinase-related protein 5,DPYSL5,56896,HGNC:20637,308,500,-0.4205310896977615,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,2514-65,Ephrin-B3:ECD,Ephrin-B3:Extracellular domain,EFNB3,1949,HGNC:3228,218,500,0.25058507741497793,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7785-1,Ephrin-B3:CD,Ephrin-B3:Cytoplasmic domain,EFNB3,1949,HGNC:3228,170,500,-0.12932109796544422,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,9901-28,EGLN1,Egl nine homolog 1,EGLN1,54583,HGNC:1232,64,500,-0.10278899404027107,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,13671-40,Elastase,Neutrophil elastase,ELANE,1991,HGNC:3309,182,500,-0.24980953184062013,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10339-48,NSE,Gamma-enolase,ENO2,2026,HGNC:3353,13,500,0.17306666602932108,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,16616-137,ENOB,Beta-enolase,ENO3,2027,HGNC:3354,498,500,-0.7663599153720493,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15579-26,ENPP6,Ectonucleotide pyrophosphatase/phosphodiesterase family member 6,ENPP6,133121,HGNC:23409,79,500,-0.0582632875803775,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,5813-58,Epo,Erythropoietin,EPO,2056,HGNC:3415,67,500,0.073972644310289,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,9333-59,ERP27,Endoplasmic reticulum resident protein 27,ERP27,121506,HGNC:26495,142,500,-0.1244691778336476,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2190-55,Coagulation Factor XI,Coagulation Factor XI,F11,2160,HGNC:3529,358,500,-0.2574260392850802,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,5658-64,coagulation factor XIII B,Coagulation factor XIII B chain,F13B,2165,HGNC:3534,213,500,-0.1854081947957829,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4157-2,Thrombin,Thrombin,F2,2147,HGNC:3535,8,500,-0.0358180516044905,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3184-25,Coagulation Factor VII,Coagulation factor VII,F7,2155,HGNC:3544,37,500,0.08317629584091417,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4876-32,Coagulation Factor IX,Coagulation factor IX,F9,2158,HGNC:3551,215,500,0.19769025207336674,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,15385-116,FABP2,"Fatty acid-binding protein, intestinal",FABP2,2169,HGNC:3556,478,500,-0.5879693193749516,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Adipose,15386-7,FABPA,"Fatty acid-binding protein, adipocyte",FABP4,2167,HGNC:3559,500,500,5.010828622793928,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,6450-8,FABP6,Gastrotropin,FABP6,2172,HGNC:3561,450,500,0.4526126731092271,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,2760-2,DRR1,Protein FAM107A,FAM107A,11170,HGNC:30827,193,500,-0.2604161516433567,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10880-38,F163B,Protein FAM163B,FAM163B,642968,HGNC:33277,42,500,-0.07935481621269366,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3052-8,"Fas ligand, soluble","Tumor necrosis factor ligand superfamily member 6, soluble form",FASLG,356,HGNC:11936,199,500,-0.12559778346424427,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,9867-23,F16P2,"Fructose-1,6-bisphosphatase isozyme 2",FBP2,8789,HGNC:3607,95,500,0.1232993559174809,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,4987-17,FCAR,Immunoglobulin alpha Fc receptor,FCAR,2204,HGNC:3608,69,500,-0.1023679368617605,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3312-64,FCGR1,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,2209,HGNC:3613,306,500,0.2206522063735426,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3309-2,FCG2A,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,2212,HGNC:3616,118,500,0.13002436722042732,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3311-27,FCG3B,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,2215,HGNC:3620,458,500,0.40945448386833094,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15582-25,FCN1,Ficolin-1,FCN1,2219,HGNC:3623,115,500,-0.13943462023483538,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,5462-62,Ficolin-3,Ficolin-3,FCN3,8547,HGNC:3625,500,500,-1.197758331856727,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,6617-12,FCRL6,Fc receptor-like protein 6,FCRL6,343413,HGNC:31910,185,500,0.15266979585396653,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12599-10,URP2,Fermitin family homolog 3,FERMT3,83706,HGNC:23151,3,500,0.18328362074908153,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3367-8,FETUB,Fetuin-B,FETUB,26998,HGNC:3658,116,500,-0.10636234534993586,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,18890-227,Fibrinogen B,Fibrinogen beta chain,FGB,2244,HGNC:3662,154,500,-0.17899549139075488,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3494-71,FGF-17,Fibroblast growth factor 17,FGF17,8822,HGNC:3673,79,500,-0.07524572457842536,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,13724-27,FGF-19,Fibroblast growth factor 19,FGF19,9965,HGNC:3675,500,500,1.230115648939157,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7894-155,FGF-3,Fibroblast growth factor 3,FGF3,2248,HGNC:3681,218,500,0.17780510930121066,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,4123-60,FGF-4,Fibroblast growth factor 4,FGF4,2249,HGNC:3682,345,500,0.22863674808801562,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,4130-71,FGF-6,Fibroblast growth factor 6,FGF6,2251,HGNC:3684,153,500,-0.185663279705465,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,5581-28,FGL1,Fibrinogen-like protein 1,FGL1,2267,HGNC:3695,492,500,0.6027623811978552,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3810-50,FGR,Tyrosine-protein kinase Fgr,FGR,2268,HGNC:3697,58,500,-0.16789932174795708,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11568-2,FKB1B,Peptidyl-prolyl cis-trans isomerase FKBP1B,FKBP1B,2281,HGNC:3712,117,500,0.15844640387890788,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15495-9,FOLR3,Folate receptor gamma,FOLR3,2352,HGNC:3795,75,500,0.05699001279119394,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,13740-51,sFRP-3,Secreted frizzled-related protein 3,FRZB,2487,HGNC:3959,128,500,0.16590176918374944,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7099-33,FSTL5,Follistatin-related protein 5,FSTL5,56884,HGNC:21386,240,500,-0.16744829602215078,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13948-50,GABR2:ECD,Gamma-aminobutyric acid type B receptor subunit 2:Extracellular domain,GABBR2,9568,HGNC:4507,124,500,-0.1117842358060886,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
